dataset,pred_len,features,target,activation,activation_family,amplitude,lee_type,baseline_activation,factor,sample_count,seed_count,start_bin,middle_bin,end_bin,target_win_rate_start,target_win_rate_middle,target_win_rate_end,target_win_rate_end_minus_start,target_win_rate_end_minus_middle,target_win_rate_spread,target_win_rate_slope,aggregate_relative_target_mse_change_start,aggregate_relative_target_mse_change_middle,aggregate_relative_target_mse_change_end,aggregate_relative_target_mse_change_end_minus_start,aggregate_relative_target_mse_change_end_minus_middle,aggregate_relative_target_mse_change_spread,aggregate_relative_target_mse_change_slope,relative_target_mse_change_mean_start,relative_target_mse_change_mean_middle,relative_target_mse_change_mean_end,relative_target_mse_change_mean_end_minus_start,relative_target_mse_change_mean_end_minus_middle,relative_target_mse_change_mean_spread,relative_target_mse_change_mean_slope,target_mse_delta_mean_start,target_mse_delta_mean_middle,target_mse_delta_mean_end,target_mse_delta_mean_end_minus_start,target_mse_delta_mean_end_minus_middle,target_mse_delta_mean_spread,target_mse_delta_mean_slope,all_win_rate_start,all_win_rate_middle,all_win_rate_end,all_win_rate_end_minus_start,all_win_rate_end_minus_middle,all_win_rate_spread,all_win_rate_slope,aggregate_relative_all_mse_change_start,aggregate_relative_all_mse_change_middle,aggregate_relative_all_mse_change_end,aggregate_relative_all_mse_change_end_minus_start,aggregate_relative_all_mse_change_end_minus_middle,aggregate_relative_all_mse_change_spread,aggregate_relative_all_mse_change_slope,relative_all_mse_change_mean_start,relative_all_mse_change_mean_middle,relative_all_mse_change_mean_end,relative_all_mse_change_mean_end_minus_start,relative_all_mse_change_mean_end_minus_middle,relative_all_mse_change_mean_spread,relative_all_mse_change_mean_slope,all_mse_delta_mean_start,all_mse_delta_mean_middle,all_mse_delta_mean_end,all_mse_delta_mean_end_minus_start,all_mse_delta_mean_end_minus_middle,all_mse_delta_mean_spread,all_mse_delta_mean_slope,relative_target_mse_change_spearman,target_win_spearman,relative_all_mse_change_spearman,all_win_spearman,best_target_bin,worst_target_bin,aggregate_best_target_bin,aggregate_worst_target_bin,factor_conditioned,aggregate_factor_conditioned,source_host,source_file
Solar1,24,M,Power,tanh_sin,sin_perturb,0.05,1,tanh,std,41952,3,low,mid,high,0.4775042025116187,0.4912912048366201,0.5205491907619567,0.0430449882503379,0.0292579859253365,0.0430449882503379,0.021522494125169,0.0014548561302945,-0.0388210527598857,0.0046563753858208,0.0032015192555263,0.0434774281457066,0.0434774281457066,0.0016007596277631,-0.4336428765756234,-0.3245235911278818,-0.3016137632605827,0.1320291133150407,0.0229098278672991,0.1320291133150407,0.0660145566575203,0.0002779811620712,-0.0045817419886589,0.0003669336438179,8.895248174667358e-05,0.0049486756324768,0.0049486756324768,4.447624087333598e-05,0.5083555819242559,0.5058298546135023,0.4912711402073104,-0.0170844417169454,-0.0145587144061918,0.0170844417169454,-0.0085422208584728,0.0135652748867869,-0.0199366398155689,0.0092937117442488,-0.004271563142538,0.0292303515598177,0.0335019147023558,-0.002135781571269,-0.0586296404108159,-0.0733737044553207,-0.0765455899506268,-0.0179159495398108,-0.0031718854953061,0.0179159495398108,-0.0089579747699054,0.0024273544549942,-0.003083124756813,0.0015455186367034,-0.0008818358182907,0.0046286433935165,0.0055104792118072,-0.0004409179091453,0.03665147071105,0.0311164344667083,-0.0165107864129513,-0.0157839723288074,high,low,high,mid,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.05,1,tanh,trend,41952,3,down,flat,up,0.451048145588574,0.4737280076081788,0.5226824457593688,0.0716343001707948,0.04895443815119,0.0716343001707948,0.0358171500853973,0.016928281635046,-0.0333180725574493,-0.0138147706165909,-0.0307430522516369,0.0195033019408583,0.0502463541924953,-0.0153715261258184,-0.5988390686336997,-0.3605270320286771,-0.2790642015709819,0.3197748670627178,0.0814628304576951,0.3197748670627178,0.1598874335313588,0.0033027082681655,-0.0042678266763687,-0.0014997720718383,-0.0048024803400039,0.0027680546045303,0.0075705349445343,-0.0024012401700019,0.497120479152269,0.488171659533999,0.515466397267523,0.0183459181152539,0.0272947377335239,0.0272947377335239,0.009172959057627,-0.0133722927421331,-0.0087906578555703,0.0015922886086627,0.0149645813507959,0.0103829464642331,0.0149645813507959,0.0074822906753979,-0.0685790272597892,-0.0781575744144303,-0.0650082617511807,0.0035707655086085,0.0131493126632496,0.0131493126632496,0.0017853827543042,-0.0020637661218643,-0.0011881291866302,0.0003000944852828,0.0023638606071472,0.0014882236719131,0.0023638606071472,0.0011819303035736,0.0708971681839381,0.0569307401034173,0.0377361161820603,0.0326285418759159,up,down,down,flat,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.05,1,tanh,turbulence_score,41952,3,low,mid,high,0.482414068745004,0.4909573057544418,0.507664678340068,0.025250609595064,0.0167073725856262,0.025250609595064,0.0126253047975319,-0.0021559528540819,-0.0228407233953475,-0.0202659219503402,-0.0181099690962582,0.0025748014450073,0.0206847705412656,-0.0090549845481291,-0.3922721099691034,-0.3457059774416905,-0.3209091193479694,0.071362990621134,0.0247968580937211,0.071362990621134,0.035681495310567,-0.00038543343544,-0.0029969215393066,-0.0018754452466964,-0.0014900118112564,0.0011214762926101,0.0026114881038665,-0.0007450059056282,0.5077271516120437,0.5087244762662424,0.4927842986338272,-0.0149428529782165,-0.0159401776324151,0.0159401776324151,-0.0074714264891082,0.0234756078571081,-0.0113391745835542,-0.0091756666079163,-0.0326512744650244,0.0021635079756379,0.0348147824406623,-0.0163256372325122,-0.0665356393748131,-0.0692744494669307,-0.074297034985478,-0.0077613956106648,-0.0050225855185472,0.0077613956106648,-0.0038806978053324,0.0044557303190231,-0.0017422884702682,-0.0014947056770324,-0.0059504359960556,0.0002475827932357,0.0061980187892913,-0.0029752179980278,0.0262884215834626,0.0263639595445855,-0.0052012510555153,-0.0091688227684569,high,low,low,mid,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.05,1,tanh,volatility,41952,3,low,mid,high,0.4774119006354708,0.5078326060199172,0.4917331258510017,0.0143212252155309,-0.0160994801689154,0.0304207053844463,0.0071606126077654,-0.0399365611374378,0.0072071151807904,-0.0285277068614959,0.0114088542759418,-0.0357348220422863,0.0471436763182282,0.0057044271379709,-0.3544029862900903,-0.3553301172390237,-0.3272674823299172,0.0271355039601731,0.0280626349091064,0.0280626349091064,0.0135677519800865,-0.0081471055746078,0.0009198486804962,-0.0022413954138755,0.0059057101607322,-0.0031612440943717,0.009066954255104,0.0029528550803661,0.4882726747544771,0.5270784379545709,0.4823315827011606,-0.0059410920533165,-0.0447468552534102,0.0447468552534102,-0.0029705460266583,-0.0414167903363704,0.0282531101256608,-0.0194874834269285,0.0219293069094419,-0.0477405935525894,0.0696699004620313,0.0109646534547209,-0.088907958297684,-0.0632198416406065,-0.0690177979481461,0.0198901603495378,-0.0057979563075396,0.0256881166570775,0.0099450801747689,-0.0090507268905639,0.0050485730171203,-0.0022443458437919,0.006806381046772,-0.0072929188609123,0.0140992999076843,0.003403190523386,-0.0103475026324078,-0.0018266130790716,-0.0240001522908118,-0.0254875372443599,high,mid,mid,low,False,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,anomaly_density_intensity,41952,3,low,mid,high,0.5105220883534136,0.4763546514968683,0.4743367220431441,-0.0361853663102695,-0.0020179294537242,0.0361853663102695,-0.0180926831551347,0.0532531775534153,-0.0562464222311973,-0.0520234070718288,-0.1052765846252441,0.0042230151593685,0.1094995997846126,-0.052638292312622,-0.3816672874955964,-0.5108551218688976,-0.504577873187159,-0.1229105856915625,0.0062772486817386,0.1291878343733011,-0.0614552928457812,0.0067799910902976,-0.0075716525316238,-0.0057224780321121,-0.0125024691224098,0.0018491744995117,0.0143516436219215,-0.0062512345612049,0.5224899598393574,0.4997988852496696,0.4854946689809075,-0.0369952908584498,-0.014304216268762,0.0369952908584498,-0.018497645429225,0.0381740182638168,-0.0483620166778564,-0.022691698744893,-0.0608657170087099,0.0256703179329633,0.0865360349416732,-0.0304328585043549,-0.0800934824076009,-0.0953517246830064,-0.1079024386530669,-0.0278089562454659,-0.0125507139700605,0.0278089562454659,-0.0139044781227329,0.0062355697154998,-0.0085493922233581,-0.0032847225666046,-0.0095202922821044,0.0052646696567535,0.014784961938858,-0.0047601461410522,-0.040806580190669,-0.036883693294394,-0.0370965023294128,-0.0348672656573869,low,mid,low,mid,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,cv,41952,3,low,mid,high,0.4733082116501805,0.5002573009134182,0.4813432835820895,0.008035071931909,-0.0189140173313286,0.0269490892632376,0.0040175359659545,-0.0526327490806579,-0.0098988516256213,-0.008658941835165,0.0439738072454929,0.0012399097904562,0.0439738072454929,0.0219869036227464,-0.5885377374465725,-0.4189710286898365,-0.4197351325204417,0.1688026049261307,-0.0007641038306052,0.1695667087567359,0.0844013024630653,-0.0064640715718269,-0.0011644586920738,-0.0011818259954452,0.0052822455763816,-1.7367303371429443e-05,0.0052996128797531,0.0026411227881908,0.5213534306798555,0.500578927055191,0.4868305531167691,-0.0345228775630864,-0.0137483739384219,0.0345228775630864,-0.0172614387815431,-0.0056247990578413,-0.0182443000376224,-0.0278899371623992,-0.0222651381045579,-0.0096456371247768,0.0222651381045579,-0.0111325690522789,-0.0979181357837049,-0.1049969471442406,-0.0792008905457455,0.0187172452379594,0.025796056598495,0.025796056598495,0.0093586226189797,-0.0011862069368362,-0.0025140047073364,-0.0041484683752059,-0.0029622614383697,-0.0016344636678695,0.0029622614383697,-0.0014811307191848,0.0162672408497735,0.0120296684776348,-0.0342618019787086,-0.0241802463915835,mid,low,high,low,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,kurtosis,41952,3,low,mid,high,0.4745803793249712,0.4794680194693905,0.5117842018044559,0.0372038224794847,0.0323161823350653,0.0372038224794847,0.0186019112397423,-0.0747179463505745,-0.0211539529263973,0.0192769933491945,0.093994939699769,0.0404309462755918,0.093994939699769,0.0469974698498844,-0.6018260485107585,-0.4071194176872664,-0.3568837118872062,0.2449423366235522,0.0502357058000601,0.2449423366235522,0.1224711683117761,-0.0069459229707717,-0.002645805478096,0.0033720880746841,0.0103180110454559,0.0060178935527801,0.0103180110454559,0.0051590055227279,0.5085136035872265,0.4833070542263659,0.5187810716258516,0.0102674680386251,0.0354740173994856,0.0354740173994856,0.0051337340193125,-0.0343703478574752,-0.013989895582199,0.0057000620290637,0.0400704098865389,0.0196899576112628,0.0400704098865389,0.0200352049432694,-0.1200955676374436,-0.086125935613755,-0.0666383125002642,0.0534572551371794,0.0194876231134907,0.0534572551371794,0.0267286275685897,-0.0056372284889221,-0.0020236074924468,0.0010730624198913,0.0067102909088134,0.0030966699123382,0.0067102909088134,0.0033551454544067,0.038214783565439,0.0304302985486461,0.0086780703946531,0.0095676576299602,high,low,high,low,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,max_abs_change,41952,3,low,mid,high,0.4810266099826799,0.4870354364736387,0.4905033238366572,0.0094767138539773,0.0034678873630184,0.0094767138539773,0.0047383569269887,-0.0058821779675781,-0.0292914379388093,-0.0193155817687511,-0.0134334038011729,0.0099758561700582,0.0234092599712312,-0.0067167019005864,-0.488582990065228,-0.4418129134574927,-0.5151804638439894,-0.0265974737787614,-0.0733675503864966,0.0733675503864966,-0.0132987368893807,-0.0005062371492385,-0.0041882097721099,-0.0027233362197875,-0.002217099070549,0.0014648735523223,0.0036819726228713,-0.0011085495352745,0.4877184695323571,0.503361183136464,0.5221984805318138,0.0344800109994567,0.0188372973953497,0.0344800109994567,0.0172400054997283,-0.0205508787184953,-0.0299168936908245,0.0113802775740623,0.0319311562925577,0.0412971712648868,0.0412971712648868,0.0159655781462788,-0.1336401071479256,-0.0877720575029964,-0.0518333351550443,0.0818067719928812,0.0359387223479521,0.0818067719928812,0.0409033859964406,-0.0028852820396423,-0.0045928657054901,0.0025410801172256,0.0054263621568679,0.0071339458227157,0.0071339458227157,0.0027131810784339,0.017307776782733,0.0058182039245844,0.0364091757701764,0.02059103286431,mid,high,low,mid,False,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,mean,41952,3,low,mid,high,0.5025284991857375,0.4827383810895896,0.4742723492723493,-0.0282561499133882,-0.0084660318172403,0.0282561499133882,-0.0141280749566941,0.0466611236333847,-0.0253833048045635,-0.1529551595449447,-0.1996162831783294,-0.1275718547403812,0.1996162831783294,-0.0998081415891647,-0.3777141625662106,-0.4532039823062813,-0.5931020561186797,-0.215387893552469,-0.1398980738123983,0.215387893552469,-0.1076939467762345,0.0081661790609359,-0.0029744505882263,-0.0135244131088256,-0.0216905921697616,-0.0105499625205993,0.0216905921697616,-0.0108452960848808,0.5104139881717665,0.4930900165412731,0.5094421344421345,-0.000971853729632,0.0163521179008613,0.0173239716304933,-0.000485926864816,0.0087408302351832,-0.0191315729171037,-0.0358619913458824,-0.0446028215810656,-0.0167304184287786,0.0446028215810656,-0.0223014107905328,-0.0817552468586963,-0.0827736449865642,-0.1262112075626158,-0.0444559607039194,-0.0434375625760516,0.0444559607039194,-0.0222279803519597,0.0014121383428573,-0.0031181424856185,-0.0059712827205657,-0.0073834210634231,-0.0028531402349472,0.0073834210634231,-0.0036917105317115,-0.0376707706428925,-0.0317290770407227,-0.0066314783110827,-0.0072141406219823,low,high,low,high,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,mean_abs_change,41952,3,low,mid,high,0.4949208599102291,0.4794826915597044,0.4879677605066206,-0.0069530994036085,0.0084850689469161,0.0154381683505247,-0.0034765497018042,0.0071658962406218,-0.026953088119626,-0.0468818098306655,-0.0540477060712873,-0.0199287217110395,0.0540477060712873,-0.0270238530356436,-0.491998290644231,-0.4162771898996142,-0.5684722588543099,-0.0764739682100788,-0.1521950689546956,0.1521950689546956,-0.0382369841050393,0.0008184984326362,-0.0033893883228302,-0.0065948665142059,-0.0074133649468421,-0.0032054781913757,0.0074133649468421,-0.003706682473421,0.4979919678714859,0.4965966549980552,0.5226252158894646,0.0246332480179787,0.0260285608914094,0.0260285608914094,0.0123166240089893,-0.0087003400549292,-0.0152294859290122,-0.0252465158700943,-0.016546175815165,-0.010017029941082,0.016546175815165,-0.0082730879075825,-0.0972492388802744,-0.0950731751449545,-0.0888484024150165,0.0084008364652579,0.006224772729938,0.0084008364652579,0.0042004182326289,-0.0012431144714355,-0.0023885518312454,-0.0052942037582397,-0.0040510892868041,-0.0029056519269943,0.0040510892868041,-0.002025544643402,0.008898344450096,-0.0001287790918187,0.0409546967167331,0.0261651719843286,mid,high,low,high,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,range,41952,3,low,mid,high,0.5124691696355166,0.4842767295597484,0.4591194968553459,-0.0533496727801706,-0.0251572327044025,0.0533496727801706,-0.0266748363900854,0.0487239100039005,-0.0348221063613891,-0.1461290866136551,-0.1948529966175556,-0.1113069802522659,0.1948529966175556,-0.0974264983087778,-0.3754461995423722,-0.472782051788818,-0.575343900928586,-0.1998977013862137,-0.102561849139768,0.1998977013862137,-0.0999488506931068,0.007890373468399,-0.004466027021408,-0.0112272128462791,-0.0191175863146781,-0.006761185824871,0.0191175863146781,-0.009558793157339,0.5035169452818123,0.5044491031912416,0.4965408805031446,-0.0069760647786676,-0.0079082226880969,0.0079082226880969,-0.0034880323893338,0.0380307249724864,-0.0398871526122093,-0.0316808968782424,-0.0697116218507289,0.0082062557339668,0.0779178775846958,-0.0348558109253644,-0.0870894782951606,-0.0870078868271081,-0.1196109765466928,-0.0325214982515322,-0.0326030897195847,0.0326030897195847,-0.0162607491257661,0.0066683292388916,-0.0061869919300079,-0.0053551495075225,-0.0120234787464141,0.0008318424224853,0.0128553211688995,-0.006011739373207,-0.0357372382335431,-0.0309431583281654,-0.0175926478864667,-0.0128975344418509,low,high,low,high,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,skewness,41952,3,low,mid,high,0.467488697081792,0.4855324074074074,0.5043575597665307,0.0368688626847387,0.0188251523591233,0.0368688626847387,0.0184344313423693,-0.0808581486344337,-0.0224015358835458,0.015575673431158,0.0964338220655918,0.0379772093147039,0.0964338220655918,0.0482169110327959,-0.6158343764576377,-0.4390436067716785,-0.3732916277504013,0.2425427487072364,0.0657519790212772,0.2425427487072364,0.1212713743536182,-0.0084660500288009,-0.0025832056999206,0.0024811774492263,0.0109472274780273,0.005064383149147,0.0109472274780273,0.0054736137390136,0.5195232223592273,0.4888310185185185,0.5045174702166787,-0.0150057521425486,0.0156864516981601,0.0306922038407088,-0.0075028760712742,-0.0254650395363569,-0.0153688061982393,-0.0080067515373229,0.0174582879990339,0.0073620546609163,0.0174582879990339,0.0087291439995169,-0.1081125050521581,-0.0974631914258168,-0.0769752102101886,0.0311372948419695,0.0204879812156281,0.0311372948419695,0.0155686474209847,-0.0043470561504364,-0.0023799538612365,-0.0013501197099685,0.0029969364404678,0.001029834151268,0.0029969364404678,0.0014984682202339,0.0329542636810566,0.0267793758517978,-0.009296241037782,-0.0049401288177003,high,low,high,low,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,std,41952,3,low,mid,high,0.5136952437456739,0.4827503478719831,0.4663575195490089,-0.0473377241966649,-0.0163928283229742,0.0473377241966649,-0.0236688620983324,0.052055537700653,-0.040800642222166,-0.1347979456186294,-0.1868534833192825,-0.0939973033964634,0.1868534833192825,-0.0934267416596412,-0.3312212853201023,-0.4960497806412676,-0.5509404224503712,-0.2197191371302688,-0.0548906418091035,0.2197191371302688,-0.1098595685651344,0.0099463164806365,-0.0048153772950172,-0.0106224045157432,-0.0205687209963798,-0.005807027220726,0.0205687209963798,-0.0102843604981899,0.5326807079996044,0.4878844585192649,0.5020912893253319,-0.0305894186742725,0.0142068308060669,0.0447962494803395,-0.0152947093371363,0.0142660355195403,-0.0218457505106925,-0.0362509228289127,-0.050516958348453,-0.0144051723182201,0.050516958348453,-0.0252584791742265,-0.0693548147775909,-0.0982117054511523,-0.1103715339828336,-0.0410167192052427,-0.0121598285316813,0.0410167192052427,-0.0205083596026213,0.0025527477264404,-0.0033783614635467,-0.0060284286737442,-0.0085811764001846,-0.0026500672101974,0.0085811764001846,-0.0042905882000923,-0.0435710885213684,-0.0361412613891536,-0.0346976074444864,-0.0280253599119765,low,high,low,high,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,trend,41952,3,down,flat,up,0.4913614374568071,0.4999405611031859,0.4734208880550344,-0.0179405494017727,-0.0265196730481515,0.0265196730481515,-0.0089702747008863,0.0730083510279655,0.0039652376435697,-0.0828523859381675,-0.1558607369661331,-0.0868176235817372,0.1558607369661331,-0.0779303684830665,-0.456690105435065,-0.360874719538684,-0.5625250913399529,-0.1058349859048878,-0.2016503718012688,0.2016503718012688,-0.0529174929524438,0.0142439305782318,0.0005079209804534,-0.008994698524475,-0.0232386291027069,-0.0095026195049285,0.0232386291027069,-0.0116193145513534,0.5291407509790371,0.483416547788873,0.5121951219512195,-0.0169456290278176,0.0287785741623464,0.045724203190164,-0.0084728145139088,-0.0120958629995584,0.0036328411661088,-0.0283461213111877,-0.0162502583116292,-0.0319789624772965,0.0319789624772965,-0.0081251291558146,-0.0784735528798855,-0.0905826306545872,-0.1009027591625578,-0.0224292062826723,-0.0103201285079706,0.0224292062826723,-0.0112146031413361,-0.0018667727708816,0.0004910081624984,-0.0053423196077346,-0.003475546836853,-0.0058333277702331,0.0058333277702331,-0.0017377734184265,-0.0290906464562747,-0.0254612923105439,0.0177221643674759,0.0112803027011357,flat,up,down,up,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,turbulence_score,41952,3,low,mid,high,0.5193178790301093,0.4871917263325377,0.4682829837726894,-0.0510348952574198,-0.0189087425598483,0.0510348952574198,-0.0255174476287099,0.0695421919226646,-0.0121424254029989,-0.1246682852506637,-0.1942104771733284,-0.1125258598476648,0.1942104771733284,-0.0971052385866641,-0.3685782180133286,-0.429385976075073,-0.5698439112047008,-0.2012656931913722,-0.1404579351296277,0.2012656931913722,-0.1006328465956861,0.0124325007200241,-0.0015932023525238,-0.011537030339241,-0.0239695310592651,-0.0099438279867172,0.0239695310592651,-0.0119847655296325,0.5401012523314681,0.5002916998143728,0.486819318837791,-0.053281933493677,-0.0134723809765817,0.053281933493677,-0.0266409667468384,0.0437425635755062,-0.0155200725421309,-0.0504966266453266,-0.0942391902208328,-0.0349765541031956,0.0942391902208328,-0.0471195951104164,-0.0684111317440361,-0.0829487638253713,-0.1208766999614095,-0.0524655682173734,-0.0379279361360381,0.0524655682173734,-0.0262327841086867,0.0083024501800537,-0.0023846924304962,-0.0082258433103561,-0.0165282934904098,-0.0058411508798599,0.0165282934904098,-0.0082641467452049,-0.0487042321438801,-0.0415540474664206,-0.0330333434816602,-0.0296443985891393,low,high,low,high,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,24,M,Power,tanh_sin,sin_perturb,0.1,1,tanh,volatility,41952,3,low,mid,high,0.5245522819179665,0.4850061541904442,0.4652791285742073,-0.0592731533437592,-0.0197270256162369,0.0592731533437592,-0.0296365766718796,0.0297008380293846,-0.0203681271523237,-0.1011504381895065,-0.1308512762188911,-0.0807823110371828,0.1308512762188911,-0.0654256381094455,-0.3942221577150034,-0.4977535229472339,-0.4822808700456346,-0.0880587123306311,0.0154726529015993,0.1035313652322305,-0.0440293561653156,0.0060590058565139,-0.0025995969772338,-0.0079472959041595,-0.0140063017606735,-0.0053476989269256,0.0140063017606735,-0.0070031508803367,0.5324090121317158,0.5081682891350565,0.4788951565843221,-0.0535138555473936,-0.0292731325507343,0.0535138555473936,-0.0267569277736968,0.007030879613012,-0.0056660659611225,-0.0597298480570316,-0.0667607276700437,-0.0540637820959091,0.0667607276700437,-0.0333803638350218,-0.0721049479001019,-0.0992898418133556,-0.1013620287394895,-0.0292570808393875,-0.0020721869261338,0.0292570808393875,-0.0146285404196938,0.0015364438295364,-0.0010124742984771,-0.0068790018558502,-0.0084154456853866,-0.005866527557373,0.0084154456853866,-0.0042077228426933,-0.0470272360757949,-0.0418781218231718,-0.0586056484687418,-0.0481699259431735,low,mid,low,high,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,96,M,Power,lee,lee_oc,0.0,1,gelu,anomaly_density_intensity,41760,3,low,mid,high,0.4942971887550201,0.5642321770960432,0.5599636333581288,0.0656664446031087,-0.0042685437379144,0.0699349883410231,0.0328332223015543,0.0083531932905316,0.1573570370674133,0.1228565797209739,0.1145033864304423,-0.0345004573464393,0.1490038437768817,0.0572516932152211,-0.2343140325324139,-0.113601799699016,-0.1390416085399143,0.0952724239924995,-0.0254398088408982,0.1207122328333978,0.0476362119962498,0.0019478201866149,0.0397754907608032,0.0260817259550094,0.0241339057683944,-0.0136937648057937,0.0378276705741882,0.0120669528841972,0.5697188755020081,0.6261693103247923,0.648731300107447,0.0790124246054388,0.0225619897826546,0.0790124246054388,0.0395062123027194,0.0912801325321197,0.1210038512945175,0.141659066081047,0.0503789335489273,0.0206552147865295,0.0503789335489273,0.0251894667744636,-0.0146266501156092,0.0613234939958748,0.0415645768621339,0.0561912269777432,-0.0197589171337409,0.0759501441114841,0.0280956134888716,0.0237268507480621,0.0363420248031616,0.0424769818782806,0.0187501311302185,0.006134957075119,0.0187501311302185,0.0093750655651092,0.0342544413298262,0.0404585397692599,0.0525923437915111,0.0462834408016994,mid,low,mid,low,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,96,M,Power,lee,lee_oc,0.0,1,gelu,cv,41760,3,low,mid,high,0.4933750903396772,0.5360368896468953,0.5943900267141585,0.1010149363744813,0.0583531370672631,0.1010149363744813,0.0505074681872406,0.1586868911981582,0.0209895707666873,0.1321520209312439,-0.0265348702669143,0.1111624501645565,0.1376973204314708,-0.0132674351334572,-0.2868749798025378,-0.1467085153721724,-0.0489520681978983,0.2379229116046395,0.097756447174274,0.2379229116046395,0.1189614558023196,0.0424319952726364,0.0043174475431442,0.031732901930809,-0.0106990933418273,0.0274154543876647,0.0381145477294921,-0.0053495466709136,0.6127840680960411,0.5880866654033226,0.6513802315227071,0.0385961634266659,0.0632935661193845,0.0632935661193845,0.0192980817133329,0.0972200185060501,0.1120504662394523,0.1485528945922851,0.051332876086235,0.0365024283528327,0.051332876086235,0.0256664380431175,0.0444748591856477,-0.0060687402581757,0.0681549037004256,0.0236800445147778,0.0742236439586013,0.0742236439586013,0.0118400222573889,0.031555026769638,0.0281695127487182,0.0442197024822235,0.0126646757125854,0.0160501897335052,0.0160501897335052,0.0063323378562927,0.0630800019236322,0.0748701771949015,0.0835828632287881,0.0583290439952598,high,low,low,mid,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
Solar1,96,M,Power,lee,lee_oc,0.0,1,gelu,kurtosis,41760,3,low,mid,high,0.5326910258740835,0.5669236646523581,0.5236648250460405,-0.0090262008280429,-0.0432588396063176,0.0432588396063176,-0.0045131004140215,0.1740600764751434,0.0590236894786357,0.0684049054980278,-0.1056551709771156,0.009381216019392,0.1150363869965076,-0.0528275854885578,-0.2025219248791828,-0.095891040711279,-0.1686843519310591,0.0338375729481237,-0.07279331121978,0.1066308841679038,0.0169187864740619,0.0382926315069198,0.0135852992534637,0.0181267708539962,-0.0201658606529235,0.0045414716005325,0.0247073322534561,-0.0100829303264617,0.5777737381082227,0.6570118774744739,0.6192449355432781,0.0414711974350553,-0.0377669419311957,0.0792381393662511,0.0207355987175276,0.0967792272567749,0.1590253263711929,0.0963247939944267,-0.0004544332623481,-0.0627005323767662,0.0627005323767662,-0.000227216631174,0.0076379559570829,0.073428408633775,0.0177742808856746,0.0101363249285916,-0.0556541277481004,0.0657904526766921,0.0050681624642958,0.0259627103805542,0.0482169091701507,0.0287448763847351,0.0027821660041809,-0.0194720327854156,0.0222541987895965,0.0013910830020904,0.0097259858240853,0.0236703452786885,0.0689317639979086,0.0621606041744878,mid,low,low,mid,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
